,Access Order,ID,Name,Continent,Country,Web Link,Star Rating,Elevation Change (m),Base Elevation (m),Max Elevation (m),Total Piste Length (km),Blue Piste Length (km),Red Piste Length (km),Black Piste Length (km),Ski Lifts,Ski Pass Cost,Photo URL,Photo,Page Link
4630,4631,5976,Rüegsau,Europe,Switzerland,https://www.skiresort.info/ski-resort/rueegsau/,1.8,60 m,590 m,650 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4631,4632,29283,Gsahl – Hauenstein-Ifenthal,Europe,Switzerland,https://www.skiresort.info/ski-resort/gsahl-hauenstein-ifenthal/,1.8,40 m,760 m,800 m,0.4 km,0.4 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4632,4633,10686,Brot-Plamboz,Europe,Switzerland,https://www.skiresort.info/ski-resort/brot-plamboz/,1.8,50 m,1050 m,1100 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4633,4634,1877,Auerberg – Bernbeuren,Europe,Germany,https://www.skiresort.info/ski-resort/auerberg-bernbeuren/,1.8,30 m,970 m,1000 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4634,4635,31235,Seeg,Europe,Germany,https://www.skiresort.info/ski-resort/seeg/,1.8,72 m,838 m,910 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4635,4636,2503,Gjøvik,Europe,Norway,https://www.skiresort.info/ski-resort/gjoevik/,,60 m,180 m,240 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4636,4637,6073,Gucevo,Europe,Serbia,https://www.skiresort.info/ski-resort/gucevo/,1.8,35 m,640 m,675 m,0.4 km,0.4 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4637,4638,4293,Mt. Gilboa (Ski Gilboa) (dry slopes),Asia,Israel,https://www.skiresort.info/ski-resort/mt-gilboa-ski-gilboa/,1.8,40 m,510 m,550 m,0.3 km,0.3 km,0 km,0 km,,,https://www.skiresort.info/typo3temp/_processed_/3a/a7/7d/db/47af59358f.jpg,Mt._Gilboa_(Ski_Gilboa)_(dry_slopes)_IDresort4293.jpg,https://www.skiresort.info/ski-resorts/page/24/
4638,4639,33835,Korpilombolo,Europe,Sweden,https://www.skiresort.info/ski-resort/korpilombolo/,1.8,22 m,197 m,219 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4639,4640,1437,Mauth,Europe,Germany,https://www.skiresort.info/ski-resort/mauth/,1.8,100 m,1000 m,1100 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4640,4641,11427,Ferme Libert – Malmedy,Europe,Belgium,https://www.skiresort.info/ski-resort/ferme-libert-malmedy/,,95 m,405 m,500 m,0.5 km,0 km,0.5 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4641,4642,4248,Im Breiten Tal – Schwabsoien,Europe,Germany,https://www.skiresort.info/ski-resort/im-breiten-tal-schwabsoien/,1.8,30 m,750 m,780 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4642,4643,3803,Hasenleite – Ortlesbrunn,Europe,Germany,https://www.skiresort.info/ski-resort/hasenleite-ortlesbrunn/,1.8,40 m,480 m,520 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4643,4644,1348,Pechberg – Oberreifenberg (Schmitten) (temporarily closed),Europe,Germany,https://www.skiresort.info/ski-resort/pechberg-oberreifenberg-schmitten/,1.8,40 m,660 m,700 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4644,4645,31410,Alter Garten – Rietheim-Weilheim,Europe,Germany,https://www.skiresort.info/ski-resort/alter-garten-rietheim-weilheim/,1.8,16 m,717 m,733 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4645,4646,2856,Bakcy Na Goruszce – Jaworze,Europe,Poland,https://www.skiresort.info/ski-resort/bakcy-na-goruszce-jaworze/,,22 m,383 m,405 m,0.3 km,0.3 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4646,4647,31505,Bleiche – Beuren,Europe,Germany,https://www.skiresort.info/ski-resort/bleiche-beuren/,1.8,72 m,503 m,575 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4647,4648,3184,Le Haut du Tôt (Sapois) (temporarily closed),Europe,France,https://www.skiresort.info/ski-resort/le-haut-du-tot-sapois/,,110 m,820 m,930 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4648,4649,11253,Au (Webergletscher) – Bad Feilnbach,Europe,Germany,https://www.skiresort.info/ski-resort/au-webergletscher-bad-feilnbach/,1.8,30 m,510 m,540 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4649,4650,6045,Jonsdorf,Europe,Germany,https://www.skiresort.info/ski-resort/jonsdorf/,1.8,33 m,620 m,653 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/24/
4650,4651,31315,Lettenberg – Neuffen,Europe,Germany,https://www.skiresort.info/ski-resort/lettenberg-neuffen/,1.8,55 m,490 m,545 m,0.3 km,0 km,0.3 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4651,4652,6112,Schützenberg – Muggendorf,Europe,Germany,https://www.skiresort.info/ski-resort/schuetzenberg-muggendorf/,1.8,40 m,316 m,356 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4652,4653,11657,Kubiška,Europe,Czech Republic,https://www.skiresort.info/ski-resort/kubiska/,,70 m,630 m,700 m,0.3 km,0.3 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4653,4654,1868,Berest,Europe,Poland,https://www.skiresort.info/ski-resort/berest/,,60 m,520 m,580 m,0.5 km,0 km,0.5 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4654,4655,3125,Kusici (Ivanjica),Europe,Serbia,https://www.skiresort.info/ski-resort/kusici-ivanjica/,1.8,29 m,880 m,909 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4655,4656,27507,Neuhaus im Solling (Holzminden),Europe,Germany,https://www.skiresort.info/ski-resort/neuhaus-im-solling-holzminden/,1.8,40 m,350 m,390 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4656,4657,2231,Czarnorzeki,Europe,Poland,https://www.skiresort.info/ski-resort/czarnorzeki/,,60 m,440 m,500 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4657,4658,29678,Elkeringhausen,Europe,Germany,https://www.skiresort.info/ski-resort/elkeringhausen/,1.8,70 m,560 m,630 m,0.5 km,0 km,0.5 km,0 km,1 ski lift,,https://www.skiresort.info/typo3temp/assets/_processed_/cf/f2/2f/fb/22a2066f28.jpg,Elkeringhausen_IDresort29678.jpg,https://www.skiresort.info/ski-resorts/page/25/
4658,4659,1879,Böbrach (Bernried),Europe,Germany,https://www.skiresort.info/ski-resort/boebrach-bernried/,1.8,104 m,516 m,620 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4659,4660,34170,Vinterberget – Olofström (temporarily closed),Europe,Sweden,https://www.skiresort.info/ski-resort/vinterberget-olofstroem/,1.8,24 m,74 m,98 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4660,4661,33875,Gruvberget,Europe,Sweden,https://www.skiresort.info/ski-resort/gruvberget/,1.8,28 m,85 m,113 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4661,4662,6061,Tarasp,Europe,Switzerland,https://www.skiresort.info/ski-resort/tarasp/,1.8,47 m,1403 m,1450 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/typo3temp/_processed_/12/23/34/46/69b7a425df.jpg,Tarasp_IDresort6061.jpg,https://www.skiresort.info/ski-resorts/page/25/
4662,4663,10816,Harusák – Nové Město na Moravě,Europe,Czech Republic,https://www.skiresort.info/ski-resort/harusak-nove-mesto-na-morave/,,110 m,624 m,734 m,0.5 km,0.5 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/typo3temp/_processed_/06/62/26/6b/a81e045a6a.jpg,Harusák_–_Nové_Město_na_Moravě_IDresort10816.jpg,https://www.skiresort.info/ski-resorts/page/25/
4663,4664,3730,Nukabira Onsen,Asia,Japan,https://www.skiresort.info/ski-resort/nukabira-onsen/,,660 m,570 m,1230 m,,,,,,,https://www.skiresort.info/typo3temp/_processed_/05/5d/da/a2/96960e7506.jpg,Nukabira_Onsen_IDresort3730.jpg,https://www.skiresort.info/ski-resorts/page/25/
4664,4665,2538,Lázně Jeseník,Europe,Czech Republic,https://www.skiresort.info/ski-resort/lazne-jesenik/,,70 m,605 m,675 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4665,4666,3435,Großbüchlberg – Mitterteich,Europe,Germany,https://www.skiresort.info/ski-resort/grossbuechlberg-mitterteich/,,60 m,570 m,630 m,0.3 km,0.3 km,0 km,0 km,3 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4666,4667,5483,Guttannen,Europe,Switzerland,https://www.skiresort.info/ski-resort/guttannen/,1.8,93 m,1057 m,1150 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4667,4668,3394,U Bolka – Miedzygórze,Europe,Poland,https://www.skiresort.info/ski-resort/u-bolka-miedzygorze/,,60 m,712 m,772 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/typo3temp/_processed_/14/40/0c/ca/7e93b5f19b.jpg,U_Bolka_–_Miedzygórze_IDresort3394.jpg,https://www.skiresort.info/ski-resorts/page/25/
4668,4669,31615,Christseifen – Wingeshausen (Bad Berleburg),Europe,Germany,https://www.skiresort.info/ski-resort/christseifen-wingeshausen-bad-berleburg/,1.8,47 m,518 m,565 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4669,4670,29553,Rieder Weiher – Dollnstein,Europe,Germany,https://www.skiresort.info/ski-resort/rieder-weiher-dollnstein/,1.8,63 m,439 m,502 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4670,4671,6064,Ardez,Europe,Switzerland,https://www.skiresort.info/ski-resort/ardez/,1.8,50 m,1460 m,1510 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/typo3temp/_processed_/b5/5b/b7/74/6fa5707a48.jpg,Ardez_IDresort6064.jpg,https://www.skiresort.info/ski-resorts/page/25/
4671,4672,27532,Nieuwegein (dry slopes),Europe,Netherlands,https://www.skiresort.info/ski-resort/nieuwegein/,1.8,12 m,2 m,14 m,0.4 km,0.4 km,0 km,0 km,4 ski lifts,,https://www.skiresort.info/typo3temp/_processed_/12/21/1a/ad/02f9b3570e.jpg,Nieuwegein_(dry_slopes)_IDresort27532.jpg,https://www.skiresort.info/ski-resorts/page/25/
4672,4673,33925,Öberget,Europe,Sweden,https://www.skiresort.info/ski-resort/oeberget/,1.8,57 m,473 m,530 m,0.3 km,0 km,0.3 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4673,4674,11395,Wodantal – Hattingen,Europe,Germany,https://www.skiresort.info/ski-resort/wodantal-hattingen/,1.8,25 m,180 m,205 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4674,4675,2748,Ogna Hotaka,Asia,Japan,https://www.skiresort.info/ski-resort/ogna-hotaka/,,573 m,1255 m,1828 m,,,,,,,https://www.skiresort.info/typo3temp/_processed_/70/05/5a/a5/a2ad48c31d.jpg,Ogna_Hotaka_IDresort2748.jpg,https://www.skiresort.info/ski-resorts/page/25/
4675,4676,4876,Horský hotel Popelná (Nicov),Europe,Czech Republic,https://www.skiresort.info/ski-resort/horsky-hotel-popelna-nicov/,,44 m,870 m,914 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4676,4677,2540,Gramais,Europe,Austria,https://www.skiresort.info/ski-resort/gramais/,1.8,55 m,1325 m,1380 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/typo3temp/assets/_processed_/03/3f/fb/b3/c35f5101f9.jpg,Gramais_IDresort2540.jpg,https://www.skiresort.info/ski-resorts/page/25/
4677,4678,31580,Hausen ob Verena – Hohenkarpfen,Europe,Germany,https://www.skiresort.info/ski-resort/hausen-ob-verena-hohenkarpfen/,1.8,53 m,821 m,874 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4678,4679,3193,Lechbruck am See,Europe,Germany,https://www.skiresort.info/ski-resort/lechbruck-am-see/,1.8,30 m,740 m,770 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4679,4680,3709,Norikura Kogen Igaya/Norikura Kogen Onsen,Asia,Japan,https://www.skiresort.info/ski-resort/norikura-kogen-igayanorikura-kogen-onsen/,,519 m,1490 m,2009 m,,,,,,,https://www.skiresort.info/typo3temp/_processed_/8b/ba/a6/65/d6a4dc2fcf.jpg,Norikura_Kogen_Igaya/Norikura_Kogen_Onsen_IDresort3709.jpg,https://www.skiresort.info/ski-resorts/page/25/
4680,4681,28252,Saalhöhe,Europe,Switzerland,https://www.skiresort.info/ski-resort/saalhoehe/,1.8,55 m,720 m,775 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4681,4682,5733,Oberndorf (Jossgrund),Europe,Germany,https://www.skiresort.info/ski-resort/oberndorf-jossgrund/,1.8,30 m,320 m,350 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4682,4683,31480,Renninger Hang – Rudolfsberg,Europe,Germany,https://www.skiresort.info/ski-resort/renninger-hang-rudolfsberg/,,47 m,479 m,526 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4683,4684,28827,Środula Sport – Sosnowiec,Europe,Poland,https://www.skiresort.info/ski-resort/srodula-sport-sosnowiec/,,20 m,270 m,290 m,0.5 km,0.5 km,0 km,0 km,3 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4684,4685,4937,Lahm (Lichtenfels),Europe,Germany,https://www.skiresort.info/ski-resort/lahm-lichtenfels/,1.8,47 m,482 m,529 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4685,4686,11257,Büschergrund (Freudenberg),Europe,Germany,https://www.skiresort.info/ski-resort/bueschergrund-freudenberg/,1.8,50 m,340 m,390 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4686,4687,30654,Trübenreute – Dewangen (Aalen),Europe,Germany,https://www.skiresort.info/ski-resort/truebenreute-dewangen-aalen/,1.8,10 m,450 m,460 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4687,4688,28712,Bermsgrün (Schwarzenberg),Europe,Germany,https://www.skiresort.info/ski-resort/bermsgruen-schwarzenberg/,1.8,50 m,610 m,660 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4688,4689,32590,Emmet – Usseln,Europe,Germany,https://www.skiresort.info/ski-resort/emmet-usseln/,1.8,40 m,650 m,690 m,0.5 km,0.5 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4689,4690,3925,Winter Park Bariloche – Piedras Blancas,South America,Argentina,https://www.skiresort.info/ski-resort/winter-park-bariloche-piedras-blancas/,,20 m,1175 m,1195 m,0.3 km,0.3 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4690,4691,31184,Weikersberg – Königsbronn,Europe,Germany,https://www.skiresort.info/ski-resort/weikersberg-koenigsbronn/,1.8,60 m,525 m,585 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4691,4692,4128,Rönningen i Bräcke,Europe,Sweden,https://www.skiresort.info/ski-resort/roenningen-i-braecke/,,50 m,330 m,380 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4692,4693,31330,Juxkopf – Spiegelberg,Europe,Germany,https://www.skiresort.info/ski-resort/juxkopf-spiegelberg/,1.8,42 m,483 m,525 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4693,4694,2829,Winiarska – Iwonicz Zdrój,Europe,Poland,https://www.skiresort.info/ski-resort/winiarska-iwonicz-zdroj/,,30 m,450 m,480 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4694,4695,33595,Salmonberry – Valdez,North America,USA,https://www.skiresort.info/ski-resort/salmonberry-valdez/,1.8,50 m,37 m,87 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/typo3temp/assets/_processed_/20/0f/fb/ba/f1d5213bfe.jpg,Salmonberry_–_Valdez_IDresort33595.jpg,https://www.skiresort.info/ski-resorts/page/25/
4695,4696,32615,Bajgorë,Europe,Kosovo,https://www.skiresort.info/ski-resort/bajgore/,,38 m,1210 m,1248 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4696,4697,11307,Hammerbodenlift – Großreifling (Landl),Europe,Austria,https://www.skiresort.info/ski-resort/hammerbodenlift-grossreifling-landl/,1.8,20 m,500 m,520 m,0.4 km,0.4 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4697,4698,6051,Friedenweiler,Europe,Germany,https://www.skiresort.info/ski-resort/friedenweiler/,1.8,27 m,930 m,957 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4698,4699,6115,Rudletzholzer Hang – Heideck,Europe,Germany,https://www.skiresort.info/ski-resort/rudletzholzer-hang-heideck/,1.8,28 m,437 m,465 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4699,4700,3268,Ludvíkov,Europe,Czech Republic,https://www.skiresort.info/ski-resort/ludvikov/,,60 m,622 m,682 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4700,4701,29133,Borgloh – Hilter-Uphöfen,Europe,Germany,https://www.skiresort.info/ski-resort/borgloh-hilter-uphoefen/,1.8,40 m,100 m,140 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/typo3temp/_processed_/92/26/62/23/f2626ee685.jpg,Borgloh_–_Hilter-Uphöfen_IDresort29133.jpg,https://www.skiresort.info/ski-resorts/page/25/
4701,4702,4626,Täsch,Europe,Switzerland,https://www.skiresort.info/ski-resort/taesch/,1.8,50 m,1450 m,1500 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4702,4703,29663,Perlesreut,Europe,Germany,https://www.skiresort.info/ski-resort/perlesreut/,1.8,28 m,480 m,508 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4703,4704,10844,Pierścienica – Kielce,Europe,Poland,https://www.skiresort.info/ski-resort/pierscienica-kielce/,,70 m,295 m,365 m,0.5 km,0.5 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4704,4705,31295,Am Tüppel – Warstein,Europe,Germany,https://www.skiresort.info/ski-resort/am-tueppel-warstein/,1.8,30 m,428 m,458 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4705,4706,31455,Eschenbuckel – Betzweiler,Europe,Germany,https://www.skiresort.info/ski-resort/eschenbuckel-betzweiler/,1.8,44 m,594 m,638 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4706,4707,34050,Avaberg,Europe,Sweden,https://www.skiresort.info/ski-resort/avaberg/,1.8,49 m,280 m,329 m,0.5 km,0.5 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4707,4708,33965,Hurrbacken – Gräsmyr,Europe,Sweden,https://www.skiresort.info/ski-resort/hurrbacken-graesmyr/,1.8,43 m,102 m,145 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4708,4709,2491,Farnsberg,Europe,Germany,https://www.skiresort.info/ski-resort/farnsberg/,1.8,35 m,715 m,750 m,0.3 km,0.3 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4709,4710,32340,Yakutskiye Gory,Europe,Belarus,https://www.skiresort.info/ski-resort/yakutskiye-gory/,,25 m,310 m,335 m,0.5 km,0.5 km,0 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
4710,4711,10702,Benneckenstein – Pfeiferberg,Europe,Germany,https://www.skiresort.info/ski-resort/benneckenstein-pfeiferberg/,1.8,30 m,510 m,540 m,0.4 km,0.4 km,0 km,0 km,1 ski lift,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/25/
